Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Villager Equippable,Catalog,Filename,Internal ID,Unique Entry ID
animal-print coat,Purple,No,2320,580,Purple,Purple,1x1,NA,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Cute,everyday,Yes,For sale,TopsTexTopCoatLAnimal2,8450,jKHbF6WwExfSBPBww
animal-print coat,Pink,No,2320,580,Pink,Pink,1x1,NA,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Cute,everyday,Yes,For sale,TopsTexTopCoatLAnimal3,8451,rsgnoR4TBYBqJMXBg
animal-stripes tee,Tiger,No,960,240,Yellow,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Cool,everyday; comfy,Yes,For sale,TopsTexTopTshirtsHStripe0,8198,WTG2RBsXk5cimHsis
animal-stripes tee,Zebra,No,960,240,Gray,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Cool,everyday; comfy,Yes,For sale,TopsTexTopTshirtsHStripe1,12066,gkjWimKdm6sMgiTw8
annyeong tee,NA,No,640,160,Light blue,White,1x1,NA,Nook Shopping Catalog,,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopTshirtsHHellokr0,12117,mfMor9YWpsoEbPK5e
anorak jacket,Camel,No,1400,350,Beige,Beige,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; outdoorsy,Yes,For sale,TopsTexTopCoatLAnorak0,4793,agpR79ZTHcuQheDdF
anorak jacket,Red,No,1400,350,Red,Red,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; outdoorsy,Yes,For sale,TopsTexTopCoatLAnorak1,9308,Ws4vh3dya8i8nPtJ9
anorak jacket,Blue,No,1400,350,Blue,Blue,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; outdoorsy,Yes,For sale,TopsTexTopCoatLAnorak2,9309,BaiWuWNL9muLeYYkQ
apron,Orange,No,840,210,Orange,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; work,Yes,For sale,TopsTexTopCoatHApron0,3228,LTZqXvkrNxza2nMPb
apron,Green,No,840,210,Green,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; work,Yes,For sale,TopsTexTopCoatHApron1,9595,d5kmhJqzcK6uT3iJr
apron,Blue,No,840,210,Blue,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; work,Yes,For sale,TopsTexTopCoatHApron2,9596,sc9Mtxn3PWuAtCtWt
apron,Pink,No,840,210,Pink,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; work,Yes,For sale,TopsTexTopCoatHApron3,9597,yT7c96mMafv5QEddb
apron,Light blue,No,840,210,Light blue,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; work,Yes,For sale,TopsTexTopCoatHApron4,9598,EbD6WxjrdSDosTkPa
apron,Purple,No,840,210,Purple,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; work,Yes,For sale,TopsTexTopCoatHApron5,9599,GRb6jZGaZzWdsmYuj
apron,Gray,No,840,210,Gray,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; work,Yes,For sale,TopsTexTopCoatHApron6,9600,QdF6ZF74688kYPLx3
apron,Brown,No,840,210,Brown,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; work,Yes,For sale,TopsTexTopCoatHApron7,9601,wu2TYq7RGJWFEugZs
Aran-knit cardigan,Beige,No,1300,325,Beige,Beige,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopOuterLArancardigan0,3643,fJR97K7r3qHAB2TLr
Aran-knit cardigan,Light blue,No,1300,325,Light blue,Light blue,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopOuterLArancardigan1,7678,MzK6AWudRCPLEdSPi
Aran-knit cardigan,Pink,No,1300,325,Pink,Pink,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopOuterLArancardigan2,7679,mJtGnjdLxpmdakhxo
Aran-knit cardigan,Yellow,No,1300,325,Yellow,Yellow,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopOuterLArancardigan3,7680,7nmckbhG5uG3JQxPz
Aran-knit sweater,Red,No,1200,300,Red,Red,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopOuterLAran0,3633,Bk2v8mfDeJJX3khg6
Aran-knit sweater,White,No,1200,300,White,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopOuterLAran1,7672,r9fBZ2q6e4neh4vxK
Aran-knit sweater,Gray,No,1200,300,Gray,Gray,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopOuterLAran2,7673,GDMzeQoGkah87ocD7
Aran-knit sweater,Green,No,1200,300,Green,Green,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopOuterLAran3,7674,twRmAecxYcKDTriJu
Aran-knit sweater,Black,No,1200,300,Black,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopOuterLAran4,7675,nDgu8apAqxvPpaYaa
Aran-knit sweater,Orange,No,1200,300,Orange,Orange,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopOuterLAran5,7676,yWjKAXMSpvrdPQ96S
Aran-knit sweater,Blue,No,1200,300,Blue,Blue,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopOuterLAran6,7677,csp3scivRcpNKguZd
argyle sweater,Green,No,1200,300,Green,Red,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopOuterLArgyle0,3579,xEqYEzdaBXvj9s346
argyle sweater,Gray,No,1200,300,Gray,Purple,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopOuterLArgyle1,7742,asRCNMsvrCGPew8ao
argyle sweater,Mustard,No,1200,300,Yellow,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopOuterLArgyle2,7743,YnhhYiacfsWJcPCpe
argyle sweater,Black,No,1200,300,Black,Blue,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopOuterLArgyle3,7744,5nftKFQRatJC7xgjB
argyle sweater,Red,No,1200,300,Red,Gray,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopOuterLArgyle4,7745,nRyNWtuy5uhdJWfQg
argyle sweater,Purple,No,1200,300,Purple,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopOuterLArgyle5,7746,f5YsDGb6KcjJHHDvj
argyle sweater,Pink,No,1200,300,Pink,Orange,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopOuterLArgyle6,7747,wcs4qoRrafHXt9EKj
argyle sweater,White,No,1200,300,White,Green,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Yes,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopOuterLArgyle7,7748,22jF8CGD8WXrECzwD
argyle vest,Blue,No,1440,360,Blue,Light blue,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; formal; work,Yes,For sale,TopsTexTopYshirtsLArgyle0,3262,QfjxZgK6b3zp2hr7T
argyle vest,Pink,No,1440,360,Pink,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; formal; work,Yes,For sale,TopsTexTopYshirtsLArgyle1,8480,3gRjPwykkZqE2f3tp
argyle vest,Brown,No,1440,360,Brown,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; formal; work,Yes,For sale,TopsTexTopYshirtsLArgyle2,8481,o9fJxQLHiEstT9dtt
argyle vest,Red,No,1440,360,Red,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; formal; work,Yes,For sale,TopsTexTopYshirtsLArgyle3,8482,SMfqtZmDWDAZPEGvM
argyle vest,Gray,No,1440,360,Gray,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; formal; work,Yes,For sale,TopsTexTopYshirtsLArgyle4,8483,akqeXj6PYe8Bj4aYY
argyle vest,Green,No,1440,360,Green,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; formal; work,Yes,For sale,TopsTexTopYshirtsLArgyle5,8484,LsiMSCR4tDsnLMF7K
athletic jacket,Red,No,960,240,Red,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; comfy; sporty,Yes,For sale,TopsTexTopOuterLJersey0,3244,zgcZP2SW38SpysHJA
athletic jacket,Green,No,960,240,Green,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; comfy; sporty,Yes,For sale,TopsTexTopOuterLJersey1,7198,PzvRHyyS9mQYtTFgw
athletic jacket,Black,No,960,240,Black,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; comfy; sporty,Yes,For sale,TopsTexTopOuterLJersey2,7199,QhC4BYigzMiswiDSn
athletic jacket,Blue,No,960,240,Blue,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; comfy; sporty,Yes,For sale,TopsTexTopOuterLJersey3,7200,3zz3YpwYWcYJifHkC
athletic jacket,Berry red,No,960,240,Red,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; comfy; sporty,Yes,For sale,TopsTexTopOuterLJersey4,7201,YfNJuXFSjQuTwuETC
athletic jacket,Navy blue,No,960,240,Blue,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; comfy; sporty,Yes,For sale,TopsTexTopOuterLJersey5,7202,ZYQDPwif9z8YR4Wpr
baggy shirt,Gray,No,NFS,10,Gray,Gray,1x1,NA,Recycle bin,,All Year,No,1.0.0,Simple,goth; comfy,Yes,Not for sale,TopsTexTopTshirtsLLoose0,4710,LCtayENx9EyLYa4Za
baggy shirt,Black,No,NFS,10,Black,Black,1x1,NA,Recycle bin,,All Year,No,1.0.0,Simple,goth; comfy,Yes,Not for sale,TopsTexTopTshirtsLLoose1,8554,7ffsMJC98YG5kro2L
baggy shirt,Brown,No,NFS,10,Brown,Brown,1x1,NA,Recycle bin,,All Year,No,1.0.0,Simple,goth; comfy,Yes,Not for sale,TopsTexTopTshirtsLLoose2,8555,zKcqFuTkyBr7coxfb
baseball shirt,Navy blue,No,1120,280,Blue,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; work,Yes,For sale,TopsTexTopTshirtsHBaseball0,4419,vYCgqwhsoMRcDJfF3
baseball shirt,Red,No,1120,280,Red,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; work,Yes,For sale,TopsTexTopTshirtsHBaseball1,9393,kA8dp8bAq7K4sFtCm
baseball shirt,Gray,No,1120,280,Gray,Blue,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; work,Yes,For sale,TopsTexTopTshirtsHBaseball2,9394,fqjd2QBaMZMbwDEhL
baseball shirt,Black,No,1120,280,Black,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; work,Yes,For sale,TopsTexTopTshirtsHBaseball3,9395,htYo33ejttt75X4mk
baseball shirt,White,No,1120,280,White,Red,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; work,Yes,For sale,TopsTexTopTshirtsHBaseball4,9396,hSnStWauqiSxbZNXX
baseball shirt,Yellow,No,1120,280,Yellow,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; work,Yes,For sale,TopsTexTopTshirtsHBaseball5,9397,r5Xs4qK8wvp6fymea
basketball tank,Purple,No,1120,280,Purple,Yellow,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; work,Yes,For sale,TopsTexTopTshirtsNBasketballshirts0,2727,dKYrtNZerQWq6Gt7W
basketball tank,Red,No,1120,280,Red,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; work,Yes,For sale,TopsTexTopTshirtsNBasketballshirts1,8038,uoMWejnjaZ6AyHNQt
basketball tank,Green,No,1120,280,Green,Orange,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; work,Yes,For sale,TopsTexTopTshirtsNBasketballshirts2,8039,k2LnL52SusAtRrHmq
basketball tank,Orange,No,1120,280,Orange,Blue,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; work,Yes,For sale,TopsTexTopTshirtsNBasketballshirts3,8040,vvNhYDS8JMeaS6ixD
basketball tank,Blue,No,1120,280,Blue,Red,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; work,Yes,For sale,TopsTexTopTshirtsNBasketballshirts4,8041,cParkHGdWthejc4wo
basketball tank,Yellow,No,1120,280,Yellow,Green,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; work,Yes,For sale,TopsTexTopTshirtsNBasketballshirts5,8042,Qp3ibpyH77Cue45i3
basketball tank,Light blue,No,1120,280,Light blue,Blue,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; work,Yes,For sale,TopsTexTopTshirtsNBasketballshirts6,8043,3Zq39RDqBexmDhnbQ
basketball tank,Black,No,1120,280,Black,Red,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; work,Yes,For sale,TopsTexTopTshirtsNBasketballshirts7,8044,9x9KAwjxXjS5iLkEM
bear tee,NA,No,800,200,Green,Brown,1x1,NA,Nook Shopping Catalog,,All Year,No,1.0.0,Active,everyday; comfy,Yes,For sale,TopsTexTopTshirtsHBear0,8196,6smBqDtdwrcsSvnSD
big-star tee,NA,No,560,140,Blue,Yellow,1x1,NA,Nook Shopping Catalog,,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,TopsTexTopTshirtsHStar0,6822,JpATLjagWyw8q8zqx
biker jacket,Black,No,1750,437,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Cool,everyday; outdoorsy; theatrical,Yes,For sale,TopsTexTopYshirtsLRiders0,3198,evbChpmd6EcLcM3Tz
biker jacket,Brown,No,1750,437,Brown,Brown,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,everyday; outdoorsy; theatrical,Yes,For sale,TopsTexTopYshirtsLRiders1,8559,hWrrNDEHNvMb7frrA
biker jacket,Beige,No,1750,437,Beige,Beige,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,everyday; outdoorsy; theatrical,Yes,For sale,TopsTexTopYshirtsLRiders2,8560,ha4hWKpn4CiAXqN3C
biker jacket,Red,No,1750,437,Red,Red,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,everyday; outdoorsy; theatrical,Yes,For sale,TopsTexTopYshirtsLRiders3,8561,4PQfMkGAWJbGRABFb
biker jacket,Blue,No,1750,437,Blue,Blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,everyday; outdoorsy; theatrical,Yes,For sale,TopsTexTopYshirtsLRiders4,8562,B2zPcdArK6waMjoBz
biker jacket,Yellow,No,1750,437,Yellow,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,everyday; outdoorsy; theatrical,Yes,For sale,TopsTexTopYshirtsLRiders5,8563,ccT7cJJhSKR8XfXdL
blossom tee,Pink,No,800,200,Pink,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Cute,everyday; comfy,Yes,For sale,TopsTexTopTshirtsHFlower0,8205,M7qCnBYqNGLyLSskf
blossom tee,Blue,No,800,200,Light blue,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Cute,everyday; comfy,Yes,For sale,TopsTexTopTshirtsHFlower1,12099,cskAiddHb4wcR4Rny
blossom tee,Yellow,No,800,200,Yellow,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Cute,everyday; comfy,Yes,For sale,TopsTexTopTshirtsHFlower2,12100,PSC7XZs443Ew5Ntdx
blossom tee,Green,No,800,200,Green,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Cute,everyday; comfy,Yes,For sale,TopsTexTopTshirtsHFlower3,12101,97cQhCcwgx4Cf2RLS
blossom tee,Purple,No,800,200,Purple,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Cute,everyday; comfy,Yes,For sale,TopsTexTopTshirtsHFlower4,12102,A6TyYLhfoDitFeCiR
boa blouson,Purple,No,1680,420,Purple,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Yes,1.0.0,Cute,everyday; fairy tale; comfy,Yes,For sale,TopsTexTopOuterLBlouson0,4598,tsxSZ2Dy6kYf8hsyR
boa blouson,Beige,No,1680,420,Beige,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Cute,everyday; fairy tale; comfy,Yes,For sale,TopsTexTopOuterLBlouson1,8005,NgsGbsW8Wn8K6DT7Y
boa blouson,Blue,No,1680,420,Blue,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Cute,everyday; fairy tale; comfy,Yes,For sale,TopsTexTopOuterLBlouson2,8006,PvqQmZ5RhnjBgA4dF
boa blouson,White,No,1680,420,White,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Cute,everyday; fairy tale; comfy,Yes,For sale,TopsTexTopOuterLBlouson3,8007,XzXMD6y9mn5dJY7ZR
boa fleece,White,No,1400,350,White,Blue,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy; comfy,Yes,For sale,TopsTexTopYshirtsLFleece0,3705,ajrhqED9o9KJD82qY
boa fleece,Green,No,1400,350,Green,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy; comfy,Yes,For sale,TopsTexTopYshirtsLFleece1,8315,onYuhrcTdxzzQnsXi
boa fleece,Navy blue,No,1400,350,Blue,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy; comfy,Yes,For sale,TopsTexTopYshirtsLFleece2,8316,pbSceZdarEEYbe36G
boa fleece,Beige,No,1400,350,Beige,Orange,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy; comfy,Yes,For sale,TopsTexTopYshirtsLFleece3,8317,yQ2sLqk5QgqDkL9MM
boa fleece,Blue,No,1400,350,Blue,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy; comfy,Yes,For sale,TopsTexTopYshirtsLFleece4,8318,kr3zQJ5ACzjygZxXN
boa fleece,Pink,No,1400,350,Pink,Blue,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy; comfy,Yes,For sale,TopsTexTopYshirtsLFleece5,8319,hWRdrnxHy4m7xM8wp
boa fleece,Yellow,No,1400,350,Yellow,Blue,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy; comfy,Yes,For sale,TopsTexTopYshirtsLFleece6,8320,GDpeQZw9dsqrZoioH
boa fleece,Lime,No,1400,350,Green,Green,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy; comfy,Yes,For sale,TopsTexTopYshirtsLFleece7,8321,K24sHEbxDRcEvuJhZ
bold aloha shirt,Navy blue,No,960,240,Blue,Red,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,comfy; vacation,Yes,For sale,TopsTexTopYshirtsHPolynesia0,8206,KuY6kA7WnY24gjmhF
bold aloha shirt,Pink,No,960,240,Pink,Light blue,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,comfy; vacation,Yes,For sale,TopsTexTopYshirtsHPolynesia1,12098,t6XA6gv2RhEy2CWZ5
bomber-style jacket,Avocado,No,1440,360,Green,Green,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Cool,everyday; outdoorsy,Yes,For sale,TopsTexTopOuterLMaone0,4401,vih97zG2HgN8cg54w
bomber-style jacket,Black,No,1440,360,Black,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; outdoorsy,Yes,For sale,TopsTexTopOuterLMaone1,8566,MW8k9p5yzJLtCr57p
bomber-style jacket,Blue,No,1440,360,Blue,Blue,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; outdoorsy,Yes,For sale,TopsTexTopOuterLMaone2,8567,TYuRohPqb6aJEw2eu
bomber-style jacket,Brown,No,1440,360,Brown,Brown,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; outdoorsy,Yes,For sale,TopsTexTopOuterLMaone3,8568,c43Dyv4hPewtXPXtL
